id,title,obj_type,obj_type_id,Identifier,Collection,Dimensions,Creation dates,created by,Description,Subjects,Subject,Related Collection,Link,distributed by,published by,published in association with,illustrated by,text by,Library of Congress Subject Headings,contributor,created for,was located at,originates from,Publication dates,was created in,designed by,printed by,describes,inspired by,Affiliation with Center for Book Arts,depicts,bound by,created at,typesetting by,Copyright dates,Highlight of,printed under the direction of,also created by,paper made by,typography by,edited by,donated by,drawings by,etchings by,enclosure by,CBA course taught by,photographs by,Unnamed: 48,funded by,text translated by,introduction written by,gift of,cover art by,influenced by,is about,foreword by,woodcuts created by,Submission dates,layout by,lithographs by,commissioned by,introduction by,Related Collections,preface by,calligraphy by,originally published by,owned by
6463,"Love Poem, untitled",Broadsides,192,FA.OSB6.0818.5,Fine Art Collection,,2002,,"Part of the 2002 Center for Book Arts Broadsides Reading Series. Set in Veljovic on Somerset Cream paper. Letterpress printed from polymer plates. Designed by Jovica Veljovic and printed in an edition of 150 by Russell Maret, March 2002.","['Broadsides to move', 'letterpress printing', 'poetry']",,,,,,Center for Book Arts Broadsides Reading Series,,Kristin Prevallet,,,,,,,,Jovica Veljovic,Russell Maret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6707,Love Potion Number 81,Broadsides,192,FA.OSB3.1170.1,Fine Art Collection,,2009,,Part of the 2010 Center for Book Arts Broadsides Reading Series.,"['Broadsides to move', 'letterpress printing', 'poetry']",,,,,,Center for Book Arts Broadsides Reading Series,,Boni Joi,,,,,,,,Liz Zanis,Liz Zanis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3378,Love Song,Perfect bindings,182,FA.OS2.1557,Fine Art Collection,"15 leaves, 34 x 31 cm.",NA,Nancy Loeber,A poem by Marie Howe with nine color portrait woodcuts printed on double leaves. Stab bound in off-white linen case binding. Text is set in Scala and printed on Sakamoto paper. Number 7 in an edition of 30.,"[""artists' books"", 'color woodcuts', 'portraits']",,,Nancy Loeber,,,,,,,Marie Howe,,,,,Center for Book Arts Collection Place Authority,,,,,,,,,,January 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,"Love Touch Hype! ""Visionaire"" Magazine in the Extreme",Portfolios,186,FA.B45.0589,Fine Art Collection,17 index cards: 12.7 x 7.6; in pocket sleeve: 13 x 8.6 cm,2009,,"""2009 Folio S10 14""; 783 in an Edition of 1000. Seventeen green index cards with text, housed in a Yale University catalog and checkout pocket, the kind that would be affixed inside of a library book. This work was made in conjunction with an exhibition at Yale University's Beinecke Rare Book & Manuscript Library April 30th"" June 30, 2009. Content presents a critical essay that discusses of the history nature of book arts, and ""Visionaire--a publication described by its editors, Stephen Gan, Cecilia Dean, and James Kaliardos, as a multi-format album of inspiration, a journal of fashion and art, a tribute to creativity...Visionaire (is) a portmanteau of artful visuals and spare, quixotic text, both emerge on the cultural scene in the guise of millennial adventures.""",,,,,,,Yale University Beinecke Rare Book & Manuscript Library,,Louise Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7554,Lower East Side Librarian,Zines,194,FA.PC6.4182,Fine Art Collection,9 in x 7 in,2012,Jenna Freedman,"Staple binding, commercially printed",,Zines,Christopher Kardambikis' Paper Cuts Zine Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7689,lucky risograph color chart: 2022 edition,Books,177,FA.B122.2469,Fine Art Collection,18 sheets : illustrations ; 9.5 cm,NA,,"Color swatch sampler of the 17 colors available in-house at Lucky Risograph. Each page includes an image printed in a single color, examples of different line thicknesses, different English and Chinese characters, and a gradient demonstrating the inks at 10%-100% opacity. Colors are fluorescent pink, bright red, fluorescent orange, bisque, sunflower, yellow, mint, aqua. cornflower, blue, federal blue, violet, flat gold, metallic gold, light grey, and black.",,color charts,,Lucky Risograph Press Website,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,Lullaby:The Comforting of Cock Robin,Pamphlet bindings,184,FA.B37.0642,Fine Art Collection,4 leaves; 25.4 x 12.1,NA,"['Carol Sturm', 'Doug Wolf']","CBA copy 1. Staple fold binding; cream colored paper wrappers. Booklet contains letterpress printed text of W.D.Snodgrass' poem, ""Lullaby: The Comforting of Cock Robin"". ""Printed for Friends of Nadja, Best Wishes from Carol Sturn & Doug Wolf""--Title page.","['letterpress printing', 'pamphlet bindings', 'poetry']",,,,,Nadja Press,,,W.D. Snodgrass,,,,,,,New York City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,Lullaby: The Comforting of Cock Robin,Chapbooks,198,FA.B46.0686,Fine Art Collection,,NA,,"CBA copy 3; Staple bound booklet with cream colored paper wrappers; contains letterpress printed text of W.D.Snodgrass' poem, ""Lullaby: The Comforting of Cock Robin"". ""Printed for Friends of Nadja, Best Wishes from Carol Sturn & Doug Wolf""--title page.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391,"""Luna"" Reflex Viewer",Books,177,FA.SA1.1569,Fine Art Collection,12 x 13 x 10 cm,1993,"['Elke Nord', 'Rosemary Jarman', 'Ann Noel']","""Luna"" Reflex Viewer. Battery operated colour slide viewer in original 1950's box. Accompanied by book, ""Why to Use 'Luna' Reflex Viewer"" with slides for viewing, cataloged separately.","[""artists' books"", 'color slides']",,,,,NO NO JA Publications,,,,,,,,,,Berlin (state),,,,,,,,,,,,,,,,,Tony Zwicker,,,,,,,,,,,,,,,,,,,,,,,,,
697,Lunar,Prints,191,FA.B33.0518,Fine Art Collection,,1993,Wim Huurman,"Artist Tract 3, Number 36 in an Edition of 250. Signed by Huurnan and Faust. Tri fold, four color, double side letterpress printed tract with art brut style figural imagery and text, ""lunatic rage afar""-- interior verso; ""float trip map""--exterior recto. ""Afaticwood BankGothic Type. Esse Papier. Raar: Weird"". CBA copy is accompanied by a white Purgatory Pie Press mailing envelope, ""Do Not Bend!""; postmarked 26 Jul 1993"".",,,Purgatory Pie Press,,,Purgatory Pie Press,,,,,,,,New York City,,,,,,,,,,,,,,,Dikko Faust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7690,Luzecus,Accordion books,185,FA.B122.2470,Fine Art Collection,1 folded sheet : all color illustrations ; 11 cm,NA,Rosa Fran,4-Color Risograph accordion zine,"['comics', 'folded books']",,,,,Lucky Risograph,,,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,Lynne Avadenka: The Work of Art in the Wake of Sept. 11,Pamphlet bindings,184,FA.B12.0166,Fine Art Collection,4 leaves; 26 x 13 cm (10 1/8 x 5 inches),2003,Vince Carducci,"Number 45 in Edition of 150; colophon signed by the artist. Maroon, flap-fold wrappers with grey and black printed abstract linear illustration. Booklet presents a letterpress printed essay about the visual artist Lynne Avadenka's response to the September 11, 2001 World Trade Center Terrorist Attacks. Colophon, ""Reprinted with permission of metrotimes [sic], where this piece appeared on September 4, 2002. Printed at Land Marks Press, Huntington Woods, Michigan in February, 2003.""","['art criticism', 'letterpress printing', 'pamphlet bindings']",,,,,Land Marks Press,,,,,,,,,,Huntington Woods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6869,MAAFA,Broadsides,192,FA.OSB3.1673.11,Fine Art Collection,,2015,,Created as part of the Center for Book Arts' 2015 Broadside Reading Series in honor of the poet's reading at the Center for Book Arts. Designed and printed in an edition of 100 with four variations by Rory Golden. Signed by the poet.,"['Broadsides to move', 'letterpress printing', 'poetry']",,,,,,Center for Book Arts Broadsides Reading Series,,Jacqueline Johnson,,,,,,,,Rory Golden,Rory Golden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,Madame ID's Astrological Horoscope Guide to the Zodiac and You,Prints,191,FA.B33.0440,Fine Art Collection,15.6 x 10.8 cm,1988,Isabelle Dervaux,"Number 151 in and Edition of 300; PC7 No.3. Double side, letterpress printed postcard with humorous horoscope information in the categories of money, wealth, body, luck, fortune and love and romance ; signed by Dervaux and Faust. ""Dikko: letterpress & linoleum. Futura, Horizon & Standard types. Folio Paper"". CBA copy is accompanied by a gray flecked, Purgatory Pie Press mailing envelope that is postmarked 11 April 1988.",,,Purgatory Pie Press,,,,,,,,,,,New York City,,,,Dikko Faust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7468,Madame Satá,Zines,194,FA.PC4.4121,Fine Art Collection,9 in x 8 in,2014,Eloisa Aquino,"Staple binding, inkjet printed",,Zines,Christopher Kardambikis' Paper Cuts Zine Collection,,,B&D Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3607,Mad Types: Advertising Types of the 20th Century in the collection of the Center for Book Arts,Books,177,FA.B102.1731,Fine Art Collection,29.5 x 16 cm; 11.6 x 6.5 in,2013,"['Barbara Henry', 'Lissa Dodington']","From the colophon: ""Typefaces from the collection of the Center for Book Arts were set as typographical variants of advertising jingles and slogans by Barbara Henry and Lissa Dodington and printed onto Mohawk Superfine paper on a Vandercook Proof Press at CBA. The linoleum cuts are by Barbara Henry. The cover paper is Butcher Orange Cover from the French Paper Co. Of an edition of 50, this is number 11.""","['print advertising', 'typesetting']",,,,,,,,,,,,,,,Center for Book Arts Collection Place Authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3608,Mad Types: Advertising Types of the 20th Century in the collection of the Center for Book Arts,Books,177,FA.B102.1732,Fine Art Collection,29.5 x 16 cm; 11.6 x 6.5 in,2013,"['Barbara Henry', 'Lissa Dodington']","From the colophon: ""Typefaces from the collection of the Center for Book Arts were set as typographical variants of advertising jingles and slogans by Barbara Henry and Lissa Dodington and printed onto Mohawk Superfine paper on a Vandercook Proof Press at CBA. The linoleum cuts are by Barbara Henry. The cover paper is Butcher Orange Cover from the French Paper Co. Of an edition of 50, this is number 12.""","['print advertising', 'typesetting']",,,,,,,,,,,,,,,Center for Book Arts Collection Place Authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5912,Main ByLine,Books,177,FA.B120.2175,Fine Art Collection,5.42 x 8.27 in; 13.75 x 21 cm,NA,Robert C. Smith,A collection of 24 drawings taken from sketchbooks made while visiting Maine between 1975 and 1990. Spiral bindings. Reproduced by offset lithography on Brockway text paper. Housed in a slipcase. Type on the cover and slipcase is hand set foundry type printed by the artist on a Vandercook #4 proof-press. Edition number 12 of 100. Signed by the artist.,"['letterpress printing', 'offset lithography', 'slipcases', 'spiral bindings']",,,,,Eclectic Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3398,Maintain Perspective,Objects,179,FA.OS2.1575,Fine Art Collection,25 x 25 x 4 cm,2014,Anne Gilman,"Pencil, paint, ink and collage on board.","['book objects', 'collage']",,,Anne Gilman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7817,MAÍZ,Books,177,FA.B126.2545,Fine Art Collection,18 pages : color illustrations ; 25 cm,2022,Mirel Fraga,"Spiral bound, risograph printed with silkscreen.",,agriculture,,,,Polvoh Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826,Make No Plans,Pamphlet bindings,184,FA.B87.1314,Fine Art Collection,[20] p. : all col. ill. ; 19 cm.,NA,Kevin Riordan,"Stitched pamphlet binding; 4-color on white offset throughout. Make No Plans is a photo-collage of architectural forms gone psychedelic, in which Riordan has retained the chaotic, inky sensibility he generated with his publication Stare magazine in the pre-digital 70s and 80s. Squares (on photography) series #3.","['Psychedelic', 'photocollages']",,,,,Sara Ranchouse Publishing,,,,,,,,,,Chicago,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Make Over,Miniature books,189,FA.B15.0249,Fine Art Collection,8.2 x 5.5 cm (3 1/8 x 2 inches),NA,,Miniature folded book with four laminated wood fiber boards attached via a hand stitched/braided binding. Each panel contains double-sided collages created from commercially printed sources.,"['collages', 'folded books']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6179,Make the Earth Say Beans,Books,177,FA.B71.2267,Fine Art Collection,4.75 x 6.125 in; 12.1 x 15.6 cm,2019,Sarah Nicholls,"Linocut and letterpress printed. Printed in an edition of 250. Part of the Brain Washing from Phone Towers Informational Pamphlets subscription series. The summer 2019 informational pamphlet is about community gardens, land use, zoning, urban agriculture, and the history of Flatbush."" -- www.brainwashingfromphonetowers.com","['letterpress printing', 'linocuts', 'pamphlets']",,,,,Brain Washing from Phone Towers Informational Pamphlets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7512,Making Mini-Comics,Zines,194,FA.PC5.4143,Fine Art Collection,9 in x 6 in,NA,Ian Descartes,"Unbound, commercially printed",,Zines,Christopher Kardambikis' Paper Cuts Zine Collection,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7467,Manifesto,Zines,194,FA.PC4.4120,Fine Art Collection,9 in x 6 in,NA,Nicolas Bourriaud,"Staple binding, commercially printed",,Zines,Christopher Kardambikis' Paper Cuts Zine Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3540,Manual de simbologia para una afeccion cardiaca,Books,177,FA.B101.1665,Fine Art Collection,13.5 x 20.2 cm; 5.5 x 8 in,NA,,"Jonathan Safran Foer's ""A Primer for the Punctuation of Heart Disease"", a short story in which the author proposes a new way of punctuating dialog to denote unspoken aspects and meanings in conversations within a family that has had forty-two heart attacks, is translated into Spanish. The work has accordion bindings, a card with sleeve, and includes an original print cover created and signed by Antonio Guerra. Number 73 of 150. Translated by E Tonatiuh Treo and edited by Fabian Guerrero.","['Accordion books', ""artists' books"", 'health', 'punctuation marks', 'symbols']",,,,,C'est un livre,,,Jonathan Safran Foer,,,,,,2013,,,,,,,,,,,,,,,,,Fabian Guerrero,,,,,,,,,E Tonatiuh Trejo,,,Antonio Guerra,,,,,,,,,,,,,,
1665,Manual dos Manuais ou O Livro das Explicacoes,Books,177,FA.B75.1140,Fine Art Collection,23 x 23 cm (9 x 9 inches),2011,Marcelo Silveira,"Loose leaf, commercially printed pages of images and text in ring binder, with blue and red hard covers. Bilingual text in Portuguese and English. Takes the form of instruction manual.","['Conceptual art.', ""artists' books"", 'ring binders']",,,,,,,,,,,,,,,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,Manuale Zapficum,Pamphlet bindings,184,FA.B37.0689,Fine Art Collection,20 p.; 23 x 15.5 cm,2008,,"Typophiles Monograph New Series, Number 24. Staple fold binding; brown paper wrappers. This book presents ""...typographic arrangements of words by and about the work of Hermann Zapf and Gudrun Zapf von Hesse/ Set in typefaces by both; in honor of their ninetieth birthdays/ The Typophiles New York City/ MMVIII.""--Front Matter. Forward written by Jerry Kelly. ""One hundred copies of the original letterpress edition were printed on Hahnermuhle paper at various shops and published by the RIT Cary Graphic Arts Press...An additional three hundred copies have been reprinted for this edition by offset in a smaller format on Mohawk papers for the Typophiles as a New Series Monograph Number 24.""--Colophon.","['letterpress printing', 'pamphlet bindings', 'periodicals', 'private presses', 'typography']",,,,,Typophiles Inc.,,,"['Hermann Zapf', 'Gudrun Zapf von Hesse']",,,,,,,New York City,,,,,,,,,,,,,,,,,,,,,,,,,,Jerry Kelly,,,,,,,,,,,,,,,,
935,Manual of Contemporary Art Style: Manual de Estilo del Arte Contemporaneo,Computer disks,200,FA.B47.0731,Fine Art Collection,1 audio compact disc; 12 cm diamter,2005,Pablo Helguera,"One audio compact disc that contains two full text PDFs (in both English and Spanish) of Helguera's book, Manual of Contemporary Art Style. This book addresses the social dynamics of today’s art world; written in the style of an etiquette manual.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7704,Manual of Digital Resistance v1.1,Books,177,FA.B123.2479,Fine Art Collection,58 pages ; 14 cm,NA,Resistant Systems,"""The kit you will create from the instructions included here is in essence your disaster plan for identity.""","['information retrieval services', 'manuals', 'online searching', 'privacy']",,,Resistant Systems,,Resistant Systems,,,,Computer security,,,,,2019,,,,,,,,,,,,,,Tim Schwartz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Manuscript - Sentence I,Pamphlet bindings,184,FA.B44.0469,Fine Art Collection,16 plates; 29 x 22.3 cm,1994,Ipek Ajsugur Duben,"Edition of 1000; staple bound, commercially offset, color printed; fold out signatures with reproduced original artworks. ""This book consists of 16 plates forming units of threes and ones. The units function as words which together form a 'sentence'. It is to be read as much as to be seen as a series of manuscripts that speak of a non-narrative text.""--front matter. ""Photographs of excerpts of the artist's art project MANUSCRIPT 1994 which consists of 51 plates forming units of threes and ones. The units function as words, forming a series of four 'sentences' which speak of a non narrative text....Photographic images images in the plates (are) portraits of the artist, as photographed by Ani Celik Arevyan in her studio in 1988 are photocopied vellum and manipulated in the process by the artist...""--colophon. Poem on the exterior front vellum cover is original text by the artist, translated into English from Turkish by Tomris Uyar.",,,,,,,,,,,,,,,,,,Mas Matbaacilik A.S.,,,,,,,,,,,,,,,,,,,,,,,Tomris Uyer,,,,,,,,,,,,,,,,,
3577,"Many Dangers, Toils, and Snares",Broadsides,192,FA.OSB2.1701,Fine Art Collection,33 x 33 cm,2010,,CBA copy 1. Printed in honor of the poet's selection as an Honorable Mention in The Center for Book Arts 2010 Chapbook Competition. Designed and printed by Roni Gross.,"['broadsides', 'crows', 'poetry']",,,,,,Center for Book Arts Poetry Chapbook Competition,,Jennifer Perrine,,,,,,,Center for Book Arts Collection Place Authority,Roni Gross,Roni Gross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3578,"Many Dangers, Toils, and Snares",Broadsides,192,FA.OSB2.1702,Fine Art Collection,33 x 33 cm,2010,,CBA copy 2. Printed in honor of the poet's selection as an Honorable Mention in The Center for Book Arts 2010 Chapbook Competition. Designed and printed by Roni Gross.,"['broadsides', 'crows', 'poetry']",,,,,,Center for Book Arts Poetry Chapbook Competition,,Jennifer Perrine,,,,,,,Center for Book Arts Collection Place Authority,Roni Gross,Roni Gross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8227,[Maple:Koyo] Issue 1,Books,177,FA.B133.3134,Fine Art Collection,approximately 100 pages : color illustrations ; 21 cm,NA,,"Softcover. Wire comb bound. Contains photographs, poetry, essays, and illustrations meditating on the Black male experience with foreword by Terrell Armistead.","['Poetry -- Collections.', 'anthologies', 'ethnicity', 'identity', 'sexuality']",,,https://www.blackboybe.com/,,,,,,"Black people--Race identity, Masculinity",,,,,,Brooklyn,,,,,,,,,,2017,,,,,,Jermel Moody (Blu Mood),,,,,,,,,,,,,,,Terrell Armistead,,,,,,,,,,,
1451,Map of Marwar,Prints,191,FA.FFM9.4080,Fine Art Collection,48 x 30 cm,NA,,"Hand-colored historical map of the Marwar region of western India, mounted on translucent paper.",,historical maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,Mapping My Current Network,Mail Art,34245,FA.B63.0941,Fine Art Collection,13 x 9 cm; 10.5 x 24 cm [envelope],2007,Anna Banana,"Collage on frottaged cover with glossy letter title, color-copied maps, texts, and lists. Book has hand-sewn binding and four fold-outs: two vertical, two horizontal with maps on one side, lists and texts on the other. The book depicts the artist's mail art networks worldwide, with a list of artists in the United States. Includes hand-painted envelope. Book is signed by the artist.","['collages', 'mail art', 'maps']",,,,,,,,,,,Mapping Correspondence: Mail Art in the 21st Century,Center for Book Arts Collection Place Authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3618,Maps (on paper),Books,177,FA.B103.1742,Fine Art Collection,23 x 15 cm; 9 x 5.75 in,2017,"['Kat Ran Press', 'Michael Russem']","8 pages. Depicts the covers of maps that were given to the author. From colophon: ""Set in Acumin Pro types with very best wishes for the rest of 2017 from Michael Russem and the entire staff of Kat Ran Press.""",,maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7206,Mara Kuya,Books,177,FA.B120.2427,Fine Art Collection,6.75 x 9.75 in,2020,June Canedo,"Hardcover smyth-sewn photobook. First edition of 1000. Designed by Rin Kim. Printed by Small Editions. Comprises photographs taken over seven years between Brazil and South Carolina interspersed with autobiographical comments about her emigration from Brazil to the United States, and aspects of life in the US, including both pleasures and problems, especially pains of discrimination and fear.","['case bindings', 'photobooks']",,,,,,,,,,,,,,,,Rin Kim,Small Editions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4855,[Marbled Papers,Broadsides,192,FA.FFM3.4024,Fine Art Collection,"58.5 x 25.5 cm, 23"" x 10""",1980,,"Letterpress printed broadside and collage. This broadside was printd for an exhibition at the Yale University Library. The broadside consists of two descritptions, one of marbled papers and one of paste papers. Below the Marbled paper description, there is a list of marbling terminology and descriptions. There is a picec of paste paper collaged below the paste paper section. There is a colphon printed on paste paper colleged atht he bottom of the page that reads,"" Printed for an exhibit on Decorated Book Papers, Yale University Library, at the Bibliographical Press. January of 1980.",,Marbling  -- Bookbinding,,Bibliographical Press at the Yale University Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6557,March Chimes,Broadsides,192,FA.OSB6.0816.1,Fine Art Collection,12.5 x 8 in,2004,,Part of the 2005 Center for Book Arts Broadsides Reading Series.,"['Broadsides to move', 'letterpress printing', 'poetry']",,,,,,Center for Book Arts Broadsides Reading Series,,Laure-Anne Bosselaar,,,,,,,,Jennifer Verbit,Laure-Anne Bosselaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5434,Marcus Garvey Vitamins,Broadsides,192,FA.FFS15.3142,Fine Art Collection,25.5 x 22 cm;  10 x 8.75 in,2003,,"Part of the 2003 Center for Book Arts Broadsides Reading Series. A letterpress printed broadside of a Thomas Sayer Ellis poem, printed in black. The broadside is illustrated with a relief print portrait of Marcus Garvey, done in a brush stroke style. The broadside is signed by the poet, and the colophon reads: ""Poem by Thomas Sayer Ellis in honor of the poet's reading at the Center for Book Arts, NYC, on October 3rd, 2003. This edition of 100 is set in Garamond and letterpress printed from a polymer plate by Delphi Basilicato. Artwork is by R. Gregory Christie.""","['broadsides', 'letterpress printing', 'poetry', 'relief printing', 'relief prints']",,,,,,Center for Book Arts Broadsides Reading Series,R. Gregory Christie,Thomas Sayers Ellis,,,,,,,New York City,,Delphi Basilicato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6512,Marcus Garvey Vitamins,Broadsides,192,FA.OSB5.0801.12,Fine Art Collection,10 x 8.75 in,2003,,"Part of the 2003 Center for Book Arts Broadsides Reading Series. A letterpress printed broadside of a Thomas Sayer Ellis poem, printed in black. The broadside is illustrated with a relief print portrait of Marcus Garvey, done in a brush stroke style. The broadside is signed by the poet, and the colophon reads: ""Poem by Thomas Sayer Ellis in honor of the poet's reading at the Center for Book Arts, NYC, on October 3rd, 2003. This edition of 100 is set in Garamond and letterpress printed from a polymer plate by Delphi Basilicato. Artwork is by R. Gregory Christie.""","['Broadsides to move', 'letterpress printing', 'poetry']",,,,,,Center for Book Arts Broadsides Reading Series,R. Gregory Christie,Thomas Sayers Ellis,,,,,,,,,Delphi Basilicato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5591,Marcy Cope : Living Roots : Recent Monotypes and Book Arts : June 8-21 1995,Posters,34242,FA.FFL4.5038,Fine Art Collection,"65 x 39 cm;  25.5"" x 15.25""",1995,,"A poster advertising an exhibition of works by Marcy Cope. The poster is illustrated with a color reproduction of her work ""The Bones of Earth"", and accordion book made in 1995. The poster text continues: ""Reception: Thursday, June 15 5:30-7:30, Fine Art Gallery, Academy of Art College, 625 Sutter Street, San Francisco, CA."" CBA has one copy, this is copy 1.",,posters,,,,Academy of Art College,Marcy Cope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Margaret in Margaretville /Holly Anderson,Prints,191,FA.B33.0451,Fine Art Collection,15.6 x 10.8 cm,1986,Holly Anderson,"Number 30 in an Edition of 300; PC V No.7; signed by Anderson and Dikko Faust. Double side, three color, letterpress printed postcard that has a ""Dear John"" 'handwritten' letter to ""D."" from ""M."" Text on recto--""She flipped the car over once. It was a photo of the Local Reservoir at the Peak of the Fall Foliage [sic] snapped by the butcher in his brother's stolen plane. That afternoon was another story..."" CBA copy is accompanied by a turquoise Purgatory Press envelope postmarked 25 July 1986.",,,Purgatory Pie Press,,,Purgatory Pie Press,,,,,,,,New York City,,,,Dikko Faust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5860,Maria & Mario Montez: The Quasi-Complete Guide,Books,177,FA.B69.2108,Fine Art Collection,8.5 x 11 in; 21.5 x 28 cm,2017,Danielo Garcia,"Hardcover zine. Offset printed in color. 46 pages. ""Maria & Mario Montez: The Quasi-Complete Guide is a hardcover zine that pairs 1960's New York avant-garde performer, Mario Montez, with the 1940's Hollywood star that inspired them, Maria Montez. Maria was part of a well-oiled studio system, while Mario belonged to the underground New York art world of Andy Warhol and Jack Smith; the available photographs reflect this dichotomy, yet visual similarity are abound."" -- publisher's note",,Zines,,Publisher,,Open Projects Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4707,Marsh Marigold,Broadsides,192,FA.FFS28.3275,Fine Art Collection,"35 x 46 cm,  12"" x 18""",2015,James Walsh,Proof print from the book The Arctic Plants of New York City. Letterpress printed on Somerset Book White in black ink with a pressed specimen of the Marsh Marigold (caltha palustris) collaged to the page. The text is made up of facts and poetry about the flower. The print is signed by the artist and dated 4/6/15. It is listed as an artist's proof.,,letterpress printing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
